"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"728","Vitali Kravtsov","NYR, VAN","R","24","1999-12-23","Vladivostok","","RUS","RUS","75","186","2018","NYR","1","9","9"
"154","Vladimir Tarasenko","NYR, STL","R","32","1991-12-13","Yaroslavl","","RUS","RUS","73","228","2010","STL","1","16","16"
"506","Vladislav Gavrikov","CBJ, L.A","D","28","1995-11-21","Yaroslavl","","RUS","RUS","75","221","2015","CBJ","6","8","159"
"834","Vladislav Kolyachonok","ARI","D","22","2001-05-26","Minsk","","BLR","BLR","73","193","2019","FLA","2","21","52"
"223","Vladislav Namestnikov","T.B, WPG","C","31","1992-11-22","Zhukovskiy","","RUS","RUS","72","179","2011","T.B","1","27","27"
"525","Wade Allison","PHI","R","26","1997-10-14","Carman","MB","CAN","CAN","74","205","2016","PHI","2","22","52"
"910","Walker Duehr","CGY","R","26","1997-11-23","Sioux Falls","SD","USA","USA","74","210","-","-","-","-","-"
"396","Warren Foegele","EDM","L","27","1996-04-01","Markham","ON","CAN","CAN","74","198","2014","CAR","3","7","67"
"66","Wayne Simmonds","TOR","R","35","1988-08-26","Scarborough","ON","CAN","CAN","74","184","2007","L.A","2","31","61"
"495","Will Borgen","SEA","D","27","1996-12-19","Moorhead","MN","USA","USA","75","204","2015","BUF","4","1","92"
"884","Will Cuylle","NYR","L","22","2002-02-05","Toronto","ON","CAN","CAN","75","211","2020","NYR","2","29","60"
"556","William Bitten","STL","C","25","1998-07-10","Ottawa","ON","CAN","CAN","71","180","2016","MTL","3","9","70"
"330","William Carrier","VGK","L","29","1994-12-20","LaSalle","QC","CAN","CAN","74","218","2013","STL","2","27","57"
"892","William Dufour","NYI","R","22","2002-01-28","QUéBEC","QC","CAN","CAN","74","215","2020","NYI","5","28","152"
"915","William Eklund","S.J","L","21","2002-10-12","Stockholm","","SWE","SWE","71","181","2021","S.J","1","7","7"
"205","William Karlsson","VGK","C","31","1993-01-08","Marsta","","SWE","SWE","72","190","2011","ANA","2","23","53"
"550","William Lockwood","VAN","R","25","1998-06-20","Royal Oak","MI","USA","USA","71","172","2016","VAN","3","3","64"
"370","William Nylander","TOR","R","27","1996-05-01","Calgary","AB","CAN","SWE","72","204","2014","TOR","1","8","8"
"926","Wyatt Johnston","DAL","C","20","2003-05-14","Toronto","ON","CAN","CAN","73","185","2021","DAL","1","23","23"
"887","Wyatt Kaiser","CHI","D","21","2002-07-31","Andover","MN","USA","USA","72","173","2020","CHI","3","19","81"
"487","Yakov Trenin","NSH","C","27","1997-01-13","Chelyabinsk","","RUS","RUS","74","201","2015","NSH","2","25","55"
"231","Yanni Gourde","SEA","C","32","1991-12-15","Saint-Narcisse","QC","CAN","CAN","69","174","-","-","-","-","-"
"902","Yegor Chinakhov","CBJ","R","23","2001-02-01","Omsk","","RUS","RUS","73","204","2020","CBJ","1","21","21"
"773","Yegor Sharangovich","N.J","C","25","1998-06-06","Minsk","","BLR","BLR","74","196","2018","N.J","5","17","141"
"81","Zac Dalpe","FLA","C","34","1989-11-01","Paris","ON","CAN","CAN","74","197","2008","CAR","2","15","45"
"845","Zac Jones","NYR","D","23","2000-10-18","Richmond","VA","USA","USA","70","178","2019","NYR","3","6","68"
"611","Zach Aston-Reese","TOR","C","29","1994-08-10","Staten Island","NY","USA","USA","73","205","-","-","-","-","-"
"72","Zach Bogosian","T.B","D","33","1990-07-15","Massena","NY","USA","USA","74","222","2008","ATL","1","3","3"
"160","Zach Hyman","EDM","L","31","1992-06-09","Toronto","ON","CAN","CAN","73","211","2010","FLA","5","3","123"
"4","Zach Parise","NYI","L","39","1984-07-28","Minneapolis","MN","USA","USA","71","195","2003","N.J","1","17","17"
"332","Zach Sanford","NSH","L","29","1994-11-09","Salem","MA","USA","USA","76","206","2013","WSH","2","31","61"
"468","Zach Werenski","CBJ","D","26","1997-07-19","Grosse Pointe","MI","USA","USA","74","213","2015","CBJ","1","8","8"
"705","Zach Whitecloud","VGK","D","27","1996-11-28","Brandon","MB","CAN","CAN","74","207","-","-","-","-","-"
"110","Zack Kassian","ARI","R","33","1991-01-24","Windsor","ON","CAN","CAN","75","211","2009","BUF","1","13","13"
"609","Zack MacEwen","L.A, PHI","C","27","1996-07-08","Charlottetown","PE","CAN","CAN","75","205","-","-","-","-","-"
"245","Zemgus Girgensons","BUF","L","30","1994-01-05","Riga","","LVA","LVA","74","200","2012","BUF","1","14","14"
